gaia_id,hostname,pl_name,ra,dec
"Gaia DR2 2635476908753563008","TRAPPIST-1","TRAPPIST-1 f",346.6263919,-5.0434618
"Gaia DR2 2635476908753563008","TRAPPIST-1","TRAPPIST-1 h",346.6263919,-5.0434618
"Gaia DR2 4548496986402688384","TOI-2141","TOI-2141 c",258.7623456,18.3403449
"Gaia DR2 2433621314222365312","K2-388","K2-388 b",352.7139342,-11.0773564
"Gaia DR2 2435647095676990592","K2-389","K2-389 b",355.6304152,-9.7135814
"Gaia DR2 3807826337147474176","K2-261","K2-261 b",163.0323119,0.4931670
"Gaia DR2 5264331179802870016","TOI-2322","TOI-2322 b",116.9731027,-71.0019671
"Gaia DR2 2076692386427776768","Kepler-487","Kepler-487 c",295.2872318,41.2220033
"Gaia DR2 2119583201145735808","Kepler-102","Kepler-102 e",281.4824731,47.2078263
"Gaia DR2 2080062630075994624","Kepler-108","Kepler-108 b",294.5589885,46.0623952
"Gaia DR2 2131911750150748160","Kepler-230","Kepler-230 c",285.7185682,48.5058038
"Gaia DR2 2107317358665730688","Kepler-26","Kepler-26 d",284.9410627,46.5664505
"Gaia DR2 2077726678964445696","Kepler-1985","Kepler-1985 b",293.5663715,42.1325825
"Gaia DR2 2078404532186285568","Kepler-281","Kepler-281 b",294.1081465,44.7706524
"Gaia DR2 6535499658122055552","WASP-4","WASP-4 b",353.5629149,-42.0617794
"Gaia DR2 2095108312831835648","WASP-3","WASP-3 b",278.6317411,35.6614312
"Gaia DR2 2076391669999950720","Kepler-199","Kepler-199 c",295.5594278,40.2362490
"Gaia DR2 5271055243163629056","L 98-59","L 98-59 d",124.5328604,-68.3144658
"Gaia DR2 2130634667395736704","Kepler-178","Kepler-178 d",287.1010275,46.8964033
"Gaia DR2 2101340791416961664","Kepler-903","Kepler-903 b",288.7710137,40.6641771
"Gaia DR2 2129509381668153984","Kepler-287","Kepler-287 b",290.9274282,48.4434588
"Gaia DR2 6205812887538362624","TIC 88785435","TIC 88785435 b",224.2838576,-30.8800273
"Gaia DR2 2079971473693847168","KOI-134","KOI-134 c",295.5865980,45.3649371
"Gaia DR2 2051721480924900224","Kepler-1569","Kepler-1569 b",292.2046748,37.2212065
"Gaia DR2 5664957444179338240","WASP-166","WASP-166 b",144.8751047,-20.9824191
"Gaia DR2 2102899314789524480","Kepler-1010","Kepler-1010 b",289.1926026,44.1493165
"Gaia DR2 2133056376115838080","Kepler-677","Kepler-677 b",290.0980478,50.3215731
"Gaia DR2 4675222436007028608","HD 28471","HD 28471 c",66.2875166,-64.0786861
"Gaia DR2 51886335968692480","V1298 Tau","V1298 Tau c",61.3316540,20.1570318
"Gaia DR2 2078735519547912832","Kepler-1716","Kepler-1716 b",297.2717207,43.3330644
"Gaia DR2 2128198836827103616","Kepler-66","Kepler-66 b",293.9815378,46.6877280
"Gaia DR2 2643842302456085888","GJ 9827","GJ 9827 b",351.7717763,-1.2853435
"Gaia DR2 2077911332502996224","Kepler-1255","Kepler-1255 b",295.2392569,42.7264842
"Gaia DR2 2080466185207274880","Kepler-1052","Kepler-1052 b",295.3427300,46.6022134
"Gaia DR2 2146576589564898688","WD 1856+534","WD 1856+534 b",284.4156750,53.5090244
"Gaia DR2 2106775024555031936","Kepler-725","Kepler-725 c",283.9774949,44.8115613
"Gaia DR2 2119194936102585472","Kepler-960","Kepler-960 b",281.4572217,46.7465538
"Gaia DR2 5715145275211633792","TOI-4773","TOI-4773 b",114.9426489,-21.4856184
"Gaia DR2 5707456527828738048","TOI-6420","TOI-6420 b",125.5443036,-19.1242852
"Gaia DR2 5153091836072107136","LTT 1445 A","LTT 1445 A c",45.4624781,-16.5944956
"Gaia DR2 637329067477530368","HD 81040","HD 81040 b",140.9455027,20.3646078
"Gaia DR2 6237129658760381056","K2-38","K2-38 b",240.0333095,-23.1894196
"Gaia DR2 2104506319750394624","Kepler-172","Kepler-172 c",283.3684093,41.8218390
"Gaia DR2 3538141457982396928","HD 98649","HD 98649 b",170.2147665,-23.2181063
"Gaia DR2 2051105410816218368","Kepler-156","Kepler-156 c",290.2964214,37.7494271
"Gaia DR2 2064327278651198336","KELT-9","KELT-9 b",307.8598998,39.9389161
"Gaia DR2 145333927996558976","K2-155","K2-155 b",65.4696140,21.3532633
"Gaia DR2 3125611120515388800","CoRoT-5","CoRoT-5 b",101.2772396,0.8152163
"Gaia DR2 2106339927188171776","Kepler-177","Kepler-177 c",286.0471442,45.0532038
"Gaia DR2 2832463659640297472","HR 8799","HR 8799 c",346.8701486,21.1340376
"Gaia DR2 729899906357408768","HD 93963 A","HD 93963 A b",162.7766969,25.6410650
"Gaia DR2 2051738798233021824","Kepler-264","Kepler-264 b",292.0446280,37.3761861
"Gaia DR2 2053454478745972480","Kepler-1324","Kepler-1324 b",291.1849503,40.3112023
"Gaia DR2 2133021810218800384","Kepler-325","Kepler-325 c",289.8354219,49.8256070
"Gaia DR2 1291120362349158016","HAT-P-4","HAT-P-4 b",229.9912200,36.2295450
,"OGLE-2012-BLG-0358L","OGLE-2012-BLG-0358L b",265.6948750,-24.2610000
"Gaia DR2 2053551068272937088","Kepler-241","Kepler-241 c",292.9131121,41.0609786
"Gaia DR2 2130269320298515712","Kepler-1250","Kepler-1250 b",287.7938184,45.9802492
"Gaia DR2 3857872051994269824","K2-239","K2-239 d",160.5941265,4.4413751
"Gaia DR2 2106221351731318784","Kepler-1742","Kepler-1742 b",286.9668086,44.9924315
"Gaia DR2 2130443730330509312","Kepler-140","Kepler-140 b",287.3694056,46.7681473
"Gaia DR2 2106303505865370752","Kepler-1389","Kepler-1389 b",285.7174414,44.7583487
"Gaia DR2 1319243773843954304","TOI-2266","TOI-2266 b",245.2800398,31.5770413
,"Gaia22dkvL","Gaia22dkvL b",151.7690000,-66.1808889
"Gaia DR2 2128369501647063808","Kepler-763","Kepler-763 b",292.1445534,47.1573604
"Gaia DR2 2101495685117920128","Kepler-694","Kepler-694 b",291.1495269,40.4204569
"Gaia DR2 1807887150930343424","TOI-5799","TOI-5799 b",301.6301790,15.9891418
"Gaia DR2 2125773279815846656","Kepler-343","Kepler-343 b",291.9606620,42.4329567
"Gaia DR2 2132009744125068416","Kepler-1596","Kepler-1596 b",285.5575066,49.3300866
"Gaia DR2 2102877015319104640","Kepler-1311","Kepler-1311 b",289.6512597,43.8244445
"Gaia DR2 2102948483573807616","Kepler-392","Kepler-392 c",288.6608260,43.3681938
"Gaia DR2 1484890423248544256","HD 125390","HD 125390 b",214.5387463,38.9669132
"Gaia DR2 2101719263935952768","Kepler-483","Kepler-483 b",291.6467764,41.8846843
"Gaia DR2 1803475188714186368","GJ 9689","GJ 9689 b",303.4677310,13.3888921
"Gaia DR2 2103794420332069632","Kepler-599","Kepler-599 b",285.9115968,41.0695091
"Gaia DR2 2052441008208934144","Kepler-76","Kepler-76 b",294.1921185,39.6189727
"Gaia DR2 3868603216762016256","WASP-104","WASP-104 b",160.6023689,7.4350768
"Gaia DR2 2132614922197436928","Kepler-347","Kepler-347 c",289.1995995,49.3056404
"Gaia DR2 2102249400337907456","Kepler-1059","Kepler-1059 b",289.2202147,41.7064385
"Gaia DR2 2125709405062046976","Kepler-798","Kepler-798 b",292.4782785,42.1422821
"Gaia DR2 2248126315275354496","HD 191939","HD 191939 c",302.0256247,66.8503014
"Gaia DR2 2126057774150666368","Kepler-1245","Kepler-1245 b",290.7443078,43.2607530
"Gaia DR2 2144184945615891712","TOI-2295","TOI-2295 c",281.5761962,50.4924657
"Gaia DR2 3101974231859723776","CoRoT-13","CoRoT-13 b",102.7211432,-5.0864557
"Gaia DR2 2103788854053938816","Kepler-169","Kepler-169 f",285.9999204,40.9193822
"Gaia DR2 2051722855314502400","Kepler-748","Kepler-748 b",292.2628779,37.2369732
"Gaia DR2 1104269596843209472","TOI-1694","TOI-1694 b",97.7487104,66.3605956
"Gaia DR2 2079911859548385536","Kepler-1917","Kepler-1917 b",294.1038932,45.0013533
,"KMT-2019-BLG-0371L","KMT-2019-BLG-0371L b",268.3839167,-31.5550222
"Gaia DR2 2132657390834750976","Kepler-1028","Kepler-1028 b",289.5931004,49.7812447
"Gaia DR2 44838019756570112","K2-288 B","K2-288 B b",55.4442857,18.2684913
"Gaia DR2 601321985813952000","HAT-P-43","HAT-P-43 b",128.9256885,10.2065866
"Gaia DR2 2107314266289095296","Kepler-43","Kepler-43 b",285.2408288,46.6682411
"Gaia DR2 3214129537488896896","HD 290327","HD 290327 b",80.8399887,-2.2780391
"Gaia DR2 2132215421518219392","Kepler-134","Kepler-134 c",284.7391156,49.5984448
"Gaia DR2 2862548428079638912","WASP-1","WASP-1 b",5.1669536,31.9899732
"Gaia DR2 2087250476887856256","Kepler-367","Kepler-367 b",297.2925580,49.9817499
"Gaia DR2 2270404997834401664","TOI-6034","TOI-6034 b",317.9001392,68.4020762
"Gaia DR2 2106711424679833984","Kepler-388","Kepler-388 c",284.8280577,44.6086451
"Gaia DR2 351537889154226816","HD 13931","HD 13931 b",34.1979991,43.7722065
"Gaia DR2 2102730157496733952","Kepler-1035","Kepler-1035 b",289.0422430,42.8824991
"Gaia DR2 2130368310704421120","Kepler-105","Kepler-105 c",287.8872376,46.2761224
"Gaia DR2 2126577881808038016","Kepler-726","Kepler-726 b",291.7172776,44.8873466
"Gaia DR2 2099605968225288960","Kepler-467","Kepler-467 b",287.3629145,38.6497341
"Gaia DR2 2076107343163028992","Kepler-187","Kepler-187 b",299.7964955,44.0892448
,"MOA-2009-BLG-266L","MOA-2009-BLG-266L b",267.0081250,-35.0054111
"Gaia DR2 3608139421926380544","EPIC 212424622","EPIC 212424622 b",202.3313765,-14.3594358
"Gaia DR2 2101493898411455360","Kepler-891","Kepler-891 b",291.0837644,40.3552252
"Gaia DR2 2105694410784851072","Kepler-585","Kepler-585 b",286.5284924,43.8733751
"Gaia DR2 2101638759069485568","Kepler-390","Kepler-390 b",291.6288086,41.2088351
"Gaia DR2 2126457313486865792","Kepler-1275","Kepler-1275 b",293.5004955,44.9324455
"Gaia DR2 5086537022856406272","WASP-22","WASP-22 b",52.8180374,-23.8197924
"Gaia DR2 2132069633148965888","Kepler-296","Kepler-296 f",286.5400278,49.4372614
"Gaia DR2 2131587531660567296","Kepler-447","Kepler-447 b",285.2685283,48.5598835
"Gaia DR2 2052726984308676864","Kepler-405","Kepler-405 b",291.4094615,38.3400107
"Gaia DR2 2106137960646125312","Kepler-189","Kepler-189 c",287.5646296,44.3050662
"Gaia DR2 2077827284282464896","Kepler-1949","Kepler-1949 b",293.5422586,43.0260555
"Gaia DR2 2188601779406152448","TrES-5","TrES-5 b",305.2219454,59.4489033
"Gaia DR2 2077967957353259136","Kepler-1425","Kepler-1425 b",294.9510368,43.0124348
"Gaia DR2 2128250926189039488","Kepler-256","Kepler-256 d",292.5804200,46.0973588
"Gaia DR2 2085575272147044608","Kepler-1677","Kepler-1677 b",298.4932730,47.0130566
"Gaia DR2 3892632287473304064","K2-14","K2-14 b",178.0568745,2.5941222
"Gaia DR2 2512413932376364288","WASP-181","WASP-181 b",26.7932253,3.1329325
"Gaia DR2 3046327742219111808","TOI-2842","TOI-2842 b",108.0442066,-10.6393400
"Gaia DR2 2052662422359019904","Kepler-1194","Kepler-1194 b",291.6994841,38.1452065
"Gaia DR2 287622247440034688","HD 35759","HD 35759 b",82.8886636,64.3183753
"Gaia DR2 2076107343163028992","Kepler-187","Kepler-187 c",299.7964955,44.0892448
"Gaia DR2 2104539202019666432","Kepler-1789","Kepler-1789 b",282.8631419,41.7966332
"Gaia DR2 2101854881822529024","Kepler-269","Kepler-269 b",290.2151459,41.7759810
"Gaia DR2 2073779161653824640","KOI-1599","KOI-1599.01",298.3738383,40.6184483
"Gaia DR2 150054788545735424","K2-29","K2-29 b",62.6704220,24.4016558
"Gaia DR2 2086625752425381632","Kepler-107","Kepler-107 e",297.0281620,48.2086019
"Gaia DR2 2076102635879020928","Kepler-1118","Kepler-1118 b",299.9656619,44.1608805
"Gaia DR2 2107243072911617024","Kepler-484","Kepler-484 b",284.3942844,46.2491109
"Gaia DR2 2076601230039790592","Kepler-1277","Kepler-1277 b",295.1025166,40.5723736
"Gaia DR2 4746157737910069888","WASP-117","WASP-117 b",36.7758112,-50.2844247
"Gaia DR2 898130030131443584","HAT-P-9","HAT-P-9 b",110.1685157,37.1405946
"Gaia DR2 2078446691589261696","Kepler-930","Kepler-930 b",298.3144494,42.2473698
"Gaia DR2 1925321658546436352","HAT-P-6","HAT-P-6 b",354.7740917,42.4659866
"Gaia DR2 2077041103410971392","Kepler-1641","Kepler-1641 b",296.3594560,41.5745321
"Gaia DR2 2106008493152187392","Kepler-174","Kepler-174 d",287.4389454,43.8320052
"Gaia DR2 2101255751063996672","Kepler-1962","Kepler-1962 b",289.5483989,40.1641457
"Gaia DR2 4919771654727611008","HATS-46","HATS-46 b",6.7026401,-56.3161021
"Gaia DR2 2128204815421600512","Kepler-1557","Kepler-1557 b",293.8813592,46.8388172
"Gaia DR2 2076087964270165632","Kepler-1593","Kepler-1593 b",300.4882018,44.4606698
"Gaia DR2 2079018300195390464","Kepler-5","Kepler-5 b",299.4070341,44.0350387
"Gaia DR2 4767547667180525696","TOI-201","TOI-201 c",87.4017825,-54.9104230
"Gaia DR2 5084805635638179584","UZ For","UZ For c",53.8694682,-25.7393857
"Gaia DR2 6373308503181838592","TOI-2193 A","TOI-2193 A b",313.6912320,-72.8046404
"Gaia DR2 3958951942642583936","HD 108874","HD 108874 b",187.6126029,22.8794399
"Gaia DR2 818464227945910016","HD 81688","HD 81688 b",142.1665753,45.6009241
"Gaia DR2 2131169545443676032","Kepler-1270","Kepler-1270 b",286.7156676,48.6452552
"Gaia DR2 2132984426823383168","Kepler-1448","Kepler-1448 b",287.8674123,50.5955846
"Gaia DR2 2832463659640297472","HR 8799","HR 8799 e",346.8701486,21.1340376
"Gaia DR2 2102469921138142208","Kepler-244","Kepler-244 c",287.2426410,42.3014185
"Gaia DR2 2133178765503484160","Kepler-401","Kepler-401 b",290.0827494,50.8634361
"Gaia DR2 2100009488992720896","Kepler-1535","Kepler-1535 b",286.6136850,38.8919507
"Gaia DR2 2130243550494676480","Kepler-192","Kepler-192 b",287.9179379,45.5928829
"Gaia DR2 2102548708017562112","Kepler-20","Kepler-20 e",287.6979913,42.3385782
"Gaia DR2 2101233898269847296","Kepler-1042","Kepler-1042 b",288.6689428,39.8239935
"Gaia DR2 2358524597030794112","YZ Cet","YZ Cet b",18.1330792,-16.9962434
"Gaia DR2 2076924314661348736","Kepler-913","Kepler-913 c",297.5830564,41.9523531
"Gaia DR2 2105697533221828224","Kepler-1874","Kepler-1874 b",286.3718158,43.6920810
"Gaia DR2 2053457644144430848","Kepler-398","Kepler-398 c",291.4688524,40.3437001
"Gaia DR2 2102877015319104640","Kepler-1311","Kepler-1311 d",289.6512597,43.8244445
"Gaia DR2 2133584309198180736","Kepler-1488","Kepler-1488 b",286.6464265,49.9377735
"Gaia DR2 6127982342061605120","HATS-17","HATS-17 b",192.1895676,-47.6136789
"Gaia DR2 2099686125195464576","Kepler-147","Kepler-147 b",287.9757213,39.0871680
"Gaia DR2 6180035765135232128","HD 114729","HD 114729 b",198.1833997,-31.8746756
"Gaia DR2 2824770686019003904","GJ 896 A","GJ 896 A b",352.9700384,19.9370011
"Gaia DR2 2554032474712538880","HD 3167","HD 3167 d",8.7401487,4.3807215
"Gaia DR2 2554032474712538880","HD 3167","HD 3167 e",8.7401487,4.3807215
"Gaia DR2 2128250926189039488","Kepler-256","Kepler-256 e",292.5804200,46.0973588
"Gaia DR2 2128263364414395136","Kepler-344","Kepler-344 c",292.4996101,46.3243406
"Gaia DR2 2052280548230453760","Kepler-415","Kepler-415 c",293.8045041,38.6390517
"Gaia DR2 2129833810615727488","Kepler-430","Kepler-430 c",292.8085984,49.5794242
"Gaia DR2 497750842338402560","TOI-4137","TOI-4137 b",77.6128790,70.3910790
"Gaia DR2 6253186686054822784","K2-233","K2-233 b",230.4799011,-20.2317975
"Gaia DR2 6253186686054822784","K2-233","K2-233 c",230.4799011,-20.2317975
"Gaia DR2 2101486923385239808","Kepler-444","Kepler-444 b",289.7528323,41.6318840
"Gaia DR2 2052983514114840192","Kepler-1109","Kepler-1109 b",291.6462654,39.3966122
"Gaia DR2 2131635154256753408","Kepler-661","Kepler-661 b",283.7107463,47.8631748
"Gaia DR2 2133457388621345024","Kepler-1829","Kepler-1829 b",288.6644840,51.4983798
"Gaia DR2 2119511080054847616","Kepler-653","Kepler-653 b",282.2130447,46.7177898
"Gaia DR2 2105933417124075264","Kepler-1014","Kepler-1014 b",285.1219875,44.1105331
"Gaia DR2 2077479121354236160","Kepler-1368","Kepler-1368 b",294.7669795,41.6446434
"Gaia DR2 3113201890547554432","CoRoT-4","CoRoT-4 b",102.1946233,-0.6727861
"Gaia DR2 6077185317188247936","WASP-87","WASP-87 b",185.3246821,-52.8408163
"Gaia DR2 2131643641112197888","Kepler-1541","Kepler-1541 b",283.7870875,48.0296019
"Gaia DR2 5121479777262042112","HD 13167","HD 13167 b",32.0576350,-24.6955750
"Gaia DR2 6253186686054822784","K2-233","K2-233 d",230.4799011,-20.2317975
"Gaia DR2 2128925579652377472","Kepler-110","Kepler-110 c",292.9291693,48.6028303
"Gaia DR2 2100073393808483328","Kepler-495","Kepler-495 c",285.9307362,39.0981201
"Gaia DR2 2117317588719059968","Kepler-322","Kepler-322 c",281.3487514,44.2952525
"Gaia DR2 6681720724498802176","WASP-7","WASP-7 b",311.0427558,-39.2254856
"Gaia DR2 5482316880495405056","TOI-286","TOI-286 c",90.9842762,-60.6663348
"Gaia DR2 1611685760565507840","TOI-1273","TOI-1273 b",214.1208564,58.3902534
"Gaia DR2 2080202611655694336","Kepler-255","Kepler-255 d",296.0642702,45.9767647
"Gaia DR2 2127802188005355648","Kepler-1287","Kepler-1287 b",289.1346298,47.0630180
"Gaia DR2 2103115403182003328","Kepler-1952","Kepler-1952 b",288.0764082,43.9584839
"Gaia DR2 4282578724832056576","GJ 740","GJ 740 b",284.4997178,5.9028670
"Gaia DR2 2128911251641171200","Kepler-339","Kepler-339 b",293.3517010,48.4445922
"Gaia DR2 2077954866292643840","Kepler-831","Kepler-831 b",294.9855607,42.7277355
"Gaia DR2 2131432706679279104","Kepler-992","Kepler-992 b",284.4304085,47.6416613
"Gaia DR2 2104875377699739648","Kepler-600","Kepler-600 b",283.8330588,41.9786358
"Gaia DR2 2075162656527684864","Kepler-118","Kepler-118 c",299.2131881,41.4248195
"Gaia DR2 2127777307254217472","Kepler-1446","Kepler-1446 b",289.4240357,46.7260823
"Gaia DR2 2131593269736776576","Kepler-814","Kepler-814 b",284.9105256,48.4315896
"Gaia DR2 2128927297638946176","Kepler-850","Kepler-850 b",293.0844515,48.5753645
"Gaia DR2 655863775507590400","K2-271","K2-271 b",125.2239144,16.0907958
"Gaia DR2 2051933102555095936","Kepler-167","Kepler-167 c",292.6585253,38.3455558
"Gaia DR2 2085261705174452736","Kepler-382","Kepler-382 c",299.1362435,45.8699582
"Gaia DR2 2127359737653864832","Kepler-1156","Kepler-1156 b",288.9240901,46.0575865
"Gaia DR2 4134094524223600640","HD 151450","HD 151450 c",252.0080127,-15.9643450
"Gaia DR2 2105752581821148544","Kepler-1461","Kepler-1461 b",285.8305091,43.1983770
"Gaia DR2 6009538585839374336","HD 140901","HD 140901 c",236.8689866,-37.9172333
"Gaia DR2 2099686125195464576","Kepler-147","Kepler-147 c",287.9757213,39.0871680
"Gaia DR2 2079920140245373184","Kepler-1149","Kepler-1149 b",294.1891824,45.1515263
"Gaia DR2 3189306030970782208","LP 714-47","LP 714-47 b",64.1902212,-12.0848643
"Gaia DR2 2100148542853587840","Kepler-1526","Kepler-1526 b",285.1197266,38.8664618
"Gaia DR2 2507901914613005056","WASP-71","WASP-71 b",29.2634506,0.7588247
"Gaia DR2 4330532859324207360","HD 148427","HD 148427 b",247.1171311,-13.3996231
"Gaia DR2 651935220461650560","KELT-17","KELT-17 b",125.6174070,13.7353093
"Gaia DR2 2073229474559368832","Kepler-1944","Kepler-1944 b",296.5105045,39.1732645
"Gaia DR2 2993658970584498048","TOI-880","TOI-880.02",94.1644734,-13.9873370
,"MOA-2022-BLG-033L","MOA-2022-BLG-033L b",272.8756667,-25.0530806
,"KMT-2023-BLG-1896L","KMT-2023-BLG-1896L b",271.0317500,-26.9589194
"Gaia DR2 2086541158751075968","Kepler-918","Kepler-918 b",298.2007268,48.2677925
,"OGLE-2017-BLG-1691L","OGLE-2017-BLG-1691L b",263.5938333,-29.2848306
"Gaia DR2 5557345496687437696","WASP-23","WASP-23 b",101.1275033,-42.7622296
"Gaia DR2 2127766969273092864","Kepler-881","Kepler-881 b",288.9925529,46.6706513
"Gaia DR2 5284517766615492736","TOI-700","TOI-700 e",97.0957165,-65.5786149
"Gaia DR2 2128155818434335616","Kepler-1562","Kepler-1562 b",294.4556567,46.7435353
"Gaia DR2 2107644527795544832","Kepler-658","Kepler-658 b",282.9836210,47.5783897
"Gaia DR2 2086824935828106496","Kepler-366","Kepler-366 b",296.8520316,49.0844359
"Gaia DR2 2129273849959814656","Kepler-227","Kepler-227 c",291.9342748,48.1416760
"Gaia DR2 2105526799680172032","Kepler-1542","Kepler-1542 b",285.7284757,42.6544651
"Gaia DR2 5989042791436795648","TOI-3464","TOI-3464 b",234.4830357,-44.7899772
"Gaia DR2 4698692744355471616","TOI-125","TOI-125 b",23.5934253,-66.6763495
"Gaia DR2 359678187913760384","HAT-P-60","HAT-P-60 b",28.2825719,52.0539209
"Gaia DR2 2106444552591200768","Kepler-1400","Kepler-1400 b",286.2716827,45.4408055
"Gaia DR2 111322601672419712","HAT-P-25","HAT-P-25 b",48.4354731,25.1973548
"Gaia DR2 2135427576021495168","Kepler-1816","Kepler-1816 b",296.8509823,50.6987736
"Gaia DR2 3948424496764080640","HD 110067","HD 110067 g",189.8392243,20.0273377
"Gaia DR2 2127020229079881856","Kepler-1055","Kepler-1055 b",290.4867838,44.9325410
"Gaia DR2 2085210887120749824","Kepler-1360","Kepler-1360 b",300.3440482,45.6231826
"Gaia DR2 2104090257679181696","Kepler-243","Kepler-243 b",285.1104819,42.0339619
"Gaia DR2 2085559604106082688","Kepler-318","Kepler-318 c",298.4828337,46.7936357
"Gaia DR2 3764588660860363264","TOI-2986","TOI-2986 b",163.7715605,-6.4784524
"Gaia DR2 3762515188088861184","TOI-663","TOI-663 d",160.0658525,-8.5110827
"Gaia DR2 2130326460543631360","Kepler-958","Kepler-958 b",287.2566578,46.0667247
"Gaia DR2 2126202432947724160","Kepler-1926","Kepler-1926 b",291.1987905,44.1662033
"Gaia DR2 6225252356194921728","TOI-3160 A","TOI-3160 A b",224.5658555,-27.6825503
"Gaia DR2 663843343706623232","K2-122","K2-122 b",126.4762179,20.3593384
"Gaia DR2 1900293230549817856","TOI-3593","TOI-3593 b",331.5063640,34.2116583
"Gaia DR2 2131815577243101696","Kepler-920","Kepler-920 c",284.2969363,49.1585983
"Gaia DR2 2052857547022629888","Kepler-1410","Kepler-1410 b",290.5102933,38.7435010
"Gaia DR2 2079749303627032448","Kepler-1959","Kepler-1959 b",296.0223010,44.7326691
"Gaia DR2 2101507470508342016","Kepler-634","Kepler-634 b",291.1950900,40.7027352
"Gaia DR2 6216644481523819776","NGTS-26","NGTS-26 b",217.6832961,-31.7324526
"Gaia DR2 2052975370856687744","Kepler-416","Kepler-416 c",291.5569554,39.2272923
"Gaia DR2 2101480188876308480","Kepler-927","Kepler-927 b",289.3834807,41.3926651
"Gaia DR2 2102113267054010880","Kepler-747","Kepler-747 b",288.4165196,41.0298175
"Gaia DR2 690025807939789184","K2-376","K2-376 b",132.7193327,25.0380824
"Gaia DR2 2131238230560301440","Kepler-1246","Kepler-1246 b",287.6572346,48.9822053
"Gaia DR2 6369544118965772416","HD 196067","HD 196067 b",310.4364195,-75.3514992
"Gaia DR2 2099957605786905344","Kepler-1773","Kepler-1773 b",286.2232284,38.2581676
"Gaia DR2 2128911251641171200","Kepler-339","Kepler-339 d",293.3517010,48.4445922
"Gaia DR2 2802397960855105920","HD 3651","HD 3651 b",9.8387218,21.2488844
"Gaia DR2 1392396172224832896","HD 136418","HD 136418 b",229.7756438,41.7324230
"Gaia DR2 2101798634930170240","Kepler-1205","Kepler-1205 b",290.2796734,41.5150499
"Gaia DR2 2597973387468989568","K2-60","K2-60 b",338.6062312,-13.7318044
"Gaia DR2 2102063136195478656","Kepler-150","Kepler-150 b",288.2341025,40.5208970
"Gaia DR2 2358524597030794112","YZ Cet","YZ Cet c",18.1330792,-16.9962434
"Gaia DR2 6770761168986617600","HD 181342","HD 181342 b",290.2674078,-23.6196996
"Gaia DR2 1191504471436192512","NN Ser","NN Ser d",238.2337015,12.9120871
,"KMT-2017-BLG-2509L","KMT-2017-BLG-2509L b",265.5898750,-26.3171500
"Gaia DR2 2052874318864239616","Kepler-788","Kepler-788 b",290.0004154,38.5398551
"Gaia DR2 2471334872292716288","TOI-2411","TOI-2411 b",20.9224567,-8.7017944
"Gaia DR2 2052136752727511552","Kepler-1171","Kepler-1171 b",294.9589285,38.5915968
"Gaia DR2 2126237131982289280","Kepler-145","Kepler-145 b",291.3877397,44.5290465
"Gaia DR2 2132152474478407040","Kepler-968","Kepler-968 c",285.6025889,50.1120401
,"Kepler-633","Kepler-633 b",295.2173259,40.5921599
"Gaia DR2 6265374394490149248","gam Lib","gam Lib b",233.8818636,-14.7895020
"Gaia DR2 2101476065707700480","Kepler-1081","Kepler-1081 b",289.4447520,41.3179652
"Gaia DR2 3641697998570813952","HD 126614","HD 126614 b",216.7005171,-5.1784093
"Gaia DR2 6633448311454447232","TOI-2107","TOI-2107 b",286.7965405,-58.6968348
"Gaia DR2 55077599749605504","K2-175","K2-175 b",52.5035514,17.5841081
"Gaia DR2 2075971312960643712","Kepler-1267","Kepler-1267 b",299.1695093,43.4410533
,"OGLE-2018-BLG-0532L","OGLE-2018-BLG-0532L b",269.9834167,-28.9977500
"Gaia DR2 2125831210335846016","Kepler-184","Kepler-184 d",291.9518784,43.0746172
"Gaia DR2 2075162102458709632","Kepler-1911","Kepler-1911 b",299.3035590,41.4410233
"Gaia DR2 2132001463427986688","Kepler-1429","Kepler-1429 b",285.3662532,49.0448172
,"MOA-2019-BLG-008L","MOA-2019-BLG-008L b",267.9828750,-29.9897306
"Gaia DR2 3794162976731206272","K2-46","K2-46 b",174.2662454,-0.9072100
"Gaia DR2 4873830691665395584","NGTS-15","NGTS-15 b",73.3553101,-32.8003484
"Gaia DR2 2078083436127470080","Kepler-1769","Kepler-1769 b",294.7433755,43.4611633
"Gaia DR2 2100265950078767232","Kepler-1373","Kepler-1373 b",285.7520229,39.2491731
"Gaia DR2 4847957293277762560","HD 20794","HD 20794 d",49.9997666,-43.0666533
,"OGLE-2012-BLG-0724L","OGLE-2012-BLG-0724L b",268.9682917,-29.8185278
"Gaia DR2 2500064286492779264","75 Cet","75 Cet b",38.0391598,-1.0350269
"Gaia DR2 2051034247508620672","Kepler-746","Kepler-746 b",290.6822097,37.3551593
"Gaia DR2 2051937019565051520","Kepler-1094","Kepler-1094 b",292.3012109,38.2669983
"Gaia DR2 1716345832872291968","TOI-2257","TOI-2257 b",194.7396141,77.6617157
"Gaia DR2 2077107211548933504","Kepler-1696","Kepler-1696 b",295.5761011,42.0233639
"Gaia DR2 1677343097418015488","TOI-1136","TOI-1136 c",192.1848981,64.8552755
"Gaia DR2 2200501793758177152","GJ 4276","GJ 4276 b",336.3221454,59.4125030
"Gaia DR2 2086853351332014976","Kepler-1150","Kepler-1150 b",296.7244553,49.5326846
"Gaia DR2 3810609819552494976","K2-35","K2-35 b",170.1031027,1.2858679
